#KEY	SRR11728040_2	SRR11728041_2	SRR11728042_2	SRR11728043_2
1	110	88	63	107
10	0	0	0	0
100	13754	9164	3673	4743
1000	0	0	0	0
10000	1806	1690	2545	2808
100008586	0	0	0	0
100008587	0	0	0	0
100008588	0	0	0	0
100008589	0	0	0	0
100009613	0	2	0	0
100009676	147	87	123	191
10001	1630	1236	1674	2410
10002	5	4	0	10
10003	10	10	11	7
100033413	0	4	0	0
100033414	0	1	2	0
100033415	0	1	0	0
100033416	2	5	1	5
100033417	0	0	1	0
100033418	0	0	0	0
100033419	0	0	0	0
100033420	0	0	0	0
100033421	0	0	0	0
100033422	0	0	0	0
100033423	0	0	0	0
100033424	0	0	0	0
100033425	1	1	2	0
100033426	0	0	2	3
100033427	0	0	0	0
100033428	0	0	0	0
100033429	0	0	0	4
100033430	0	0	0	0
100033431	0	0	0	0
100033432	1	6	8	0
100033433	0	3	5	13
100033434	0	0	2	1
100033435	0	0	0	0
100033436	0	0	0	0
100033437	0	0	0	0
100033438	0	1	0	1
100033439	0	0	0	0
100033440	0	0	0	0
100033441	0	0	0	0
100033442	0	0	0	0
100033443	0	0	0	0
100033444	0	0	0	0
100033445	0	0	0	0
100033446	0	0	0	0
100033447	0	0	0	0
100033448	0	0	0	0
100033449	0	0	0	0
100033450	0	0	0	0
100033451	0	0	0	0
100033453	0	0	0	0
100033454	0	0	0	0
100033455	0	0	0	0
100033456	0	0	0	0
100033458	0	0	0	0
100033460	0	0	0	0
100033603	0	0	0	0
100033799	0	0	0	0
100033800	0	0	0	0
100033801	0	0	0	0
100033802	0	0	0	0
100033803	0	0	0	0
100033804	0	0	0	0
100033805	0	0	0	0
100033806	0	0	0	0
100033807	0	0	0	0
100033808	0	0	0	0
100033809	0	0	0	0
100033810	0	0	0	0
100033811	0	0	0	0
100033812	0	0	0	0
100033813	0	0	0	0
100033814	0	0	0	0
100033815	0	0	0	0
100033816	0	0	0	0
100033817	0	0	0	0
100033818	0	0	0	0
100033819	0	0	0	0
100033820	0	0	0	0
100033821	0	0	0	0
100033822	0	0	0	0
100036519	4	0	0	0
100036563	0	0	0	0
100036564	0	0	0	0
100036565	0	0	0	0
100036566	0	0	0	0
100036567	0	0	0	0
100037417	109	93	69	118
100038246	0	0	0	0
10004	0	2	0	2
100048912	1088	1129	2631	2908
100049076	59	56	17	44
100049587	1517	1366	1433	1901
100049615	0	0	0	0
100049716	342	350	480	802
10005	1060	689	556	736
10006	5762	4542	5932	7707
10007	1668	1087	1156	1533
100073347	0	0	0	0
10008	1703	1242	1050	1430
10009	2674	2226	1498	1889
100093630	3125	2301	2291	3734
100093631	537	719	316	559
1001	9	10	2	2
10010	7130	5294	11072	14342
100101115	0	0	0	0
100101116	0	0	0	0
100101117	0	0	0	0
100101118	0	0	0	0
100101120	0	0	0	0
100101121	0	0	0	0
100101266	0	0	2	0
100101267	4856	4132	3441	4568
100101467	219	226	177	222
100101490	256	250	413	420
100101938	0	0	0	0
10011	3198	2494	3122	4830
100113378	8	8	3	17
100113379	0	0	0	3
100113380	17	11	12	7
100113381	8	11	11	17
100113382	0	0	0	1
100113384	0	0	0	0
100113385	11	9	8	7
100113386	54	56	145	164
100113389	1	7	0	0
100113390	2	14	7	6
100113391	0	0	1	0
100113392	1	1	2	1
100113393	11	27	31	25
100113402	0	0	0	0
100113407	822	696	198	242
100124412	0	0	0	0
100124516	83	103	107	141
100124533	4	4	2	3
100124534	4	5	13	10
100124535	0	4	2	0
100124536	0	0	2	1
100124537	0	0	0	0
100124538	0	0	0	0
100124539	0	0	2	0
100124540	0	0	0	0
100124541	0	0	0	0
100124542	0	0	0	0
100124692	45	82	710	655
100124700	24	12	16	43
100125288	187	144	136	106
100125556	4	10	2	1
100126270	2	11	2	3
100126296	0	0	0	0
100126297	0	0	0	0
100126299	0	0	0	0
100126300	0	0	0	0
100126301	0	0	0	0
100126302	0	0	0	0
100126303	0	0	0	0
100126304	0	0	0	0
100126306	0	0	0	0
100126307	0	0	0	0
100126308	0	0	0	0
100126309	0	0	0	0
100126310	0	0	0	0
100126311	0	0	0	0
100126313	0	0	0	0
100126314	0	0	0	0
100126315	0	0	0	0
100126316	0	0	0	0
100126317	8	5	8	1
100126318	0	0	0	0
100126319	0	0	0	0
100126320	0	0	0	0
100126321	0	0	0	0
100126323	0	0	0	0
100126324	0	0	0	0
100126325	0	0	0	0
100126326	0	0	0	0
100126327	0	0	0	0
100126328	7	0	2	2
100126329	4	7	26	15
100126331	2	1	0	0
100126332	1	4	4	6
100126333	0	0	0	0
100126334	0	0	0	0
100126335	0	0	0	0
100126336	0	0	0	0
100126337	0	0	0	0
100126338	0	0	0	0
100126339	2	0	5	1
100126340	0	0	0	0
100126341	0	0	0	0
100126342	0	0	0	0
100126343	0	0	0	0
100126344	0	0	0	0
100126345	0	0	0	0
100126346	0	0	0	0
100126347	0	0	0	0
100126348	0	2	0	0
100126349	0	0	0	0
100126350	3	5	3	10
100126351	0	0	0	0
100126354	0	0	0	0
100126355	0	0	0	0
100126356	1	0	1	0
100126447	0	0	0	0
100126582	0	2	0	0
100126693	0	12	18	10
100126780	0	0	0	0
100126781	0	0	0	0
100126784	23	2	3	7
100126791	44	48	92	86
100126793	127	109	131	152
100126798	0	0	0	0
100126799	0	0	0	0
100126800	0	0	0	0
100127206	0	0	0	0
100127885	6	0	0	2
100127888	282	403	285	272
100127889	2	4	6	3
100127891	21	19	30	52
100127909	0	0	0	0
100127910	0	0	0	0
100127919	0	0	0	0
100127946	0	0	0	0
100127950	0	0	0	0
100127961	0	0	0	0
100127974	36	24	22	47
100127983	4	0	2	11
100127987	293	309	122	192
100128002	0	0	0	0
100128003	295	275	245	319
100128023	0	0	0	2
100128028	150	176	497	561
100128031	0	0	0	0
100128054	0	0	0	0
100128055	3	0	0	0
100128059	109	207	751	959
100128064	2	20	12	19
100128071	658	615	840	1344
100128076	0	0	0	0
100128077	137	152	78	123
100128081	4	17	14	3
100128095	0	0	0	0
100128098	0	0	0	0
100128105	14	13	10	3
100128124	6	6	0	10
100128130	116	114	131	156
100128131	0	0	0	0
100128139	0	0	0	0
100128155	0	0	0	0
100128160	0	0	0	0
100128164	10	10	11	2
100128174	0	0	0	0
100128191	254	169	58	116
100128239	1	0	0	10
100128242	153	127	31	53
100128252	0	0	0	0
100128253	0	0	0	0
100128254	0	0	0	0
100128256	0	0	0	0
100128260	0	0	0	0
100128262	105	134	78	114
100128264	0	0	0	0
100128270	0	0	0	0
100128276	0	5	2	0
100128278	6	12	0	8
100128285	46	64	10	6
100128288	0	2	0	0
100128292	30	21	11	24
100128300	2265	1988	1970	2210
100128302	2	0	0	0
100128304	0	0	0	0
100128310	0	0	0	0
100128326	2	4	0	0
100128327	0	0	0	0
100128334	0	0	0	0
100128338	0	0	0	0
100128340	1	2	0	0
100128342	119	330	108	100
100128343	5	2	6	6
100128346	1	0	2	1
100128355	0	0	0	0
100128361	47	64	85	59
100128364	3	0	2	0
100128371	2	4	10	4
100128374	66	46	41	36
100128378	0	0	0	2
100128385	12	11	16	12
100128398	5	10	9	8
100128406	0	0	0	0
100128460	41	71	35	49
100128482	0	0	0	0
100128496	0	0	0	0
100128505	0	0	0	0
100128508	0	0	2	6
100128511	0	0	0	0
100128542	13	12	13	21
100128553	0	0	0	0
100128554	0	0	0	0
100128563	0	0	0	0
100128569	911	893	833	1094
100128573	2	1	0	0
100128574	0	0	0	0
100128590	13	9	1	0
100128593	0	0	0	1
100128596	0	0	0	1
100128640	11	12	17	10
100128644	3	19	6	18
100128653	36	58	65	66
100128655	0	0	0	0
100128675	0	0	0	0
100128726	5	10	4	2
100128731	3555	2768	3566	5522
100128737	112	87	126	101
100128750	0	0	0	0
100128751	0	0	0	0
100128770	145	139	19	56
100128782	434	338	346	613
100128785	7	17	5	3
100128788	4	4	16	31
100128811	0	0	2	0
100128816	211	211	259	363
100128818	4	3	4	0
100128822	155	119	163	261
100128840	0	0	0	0
100128881	98	102	138	219
100128890	0	0	0	0
100128893	4	4	0	0
100128905	6	0	0	2
100128908	0	2	0	2
100128909	415	358	70	62
100128927	28	34	12	9
100128935	0	0	0	0
100128946	0	0	0	0
100128977	0	0	0	0
100128979	2	0	0	2
100128988	0	0	0	0
100128997	22	10	13	17
100128998	1	0	0	0
100129027	4	6	6	2
100129033	13	7	10	28
100129034	4585	4229	5156	6770
100129046	0	1	2	1
100129055	0	4	0	4
100129060	33	63	49	60
100129066	0	0	0	10
100129075	16	13	0	2
100129083	1	5	2	2
100129085	0	0	0	0
100129094	10	3	6	0
100129098	0	0	0	0
100129101	9	16	11	21
100129104	324	260	621	865
100129118	12	13	10	23
100129119	1	5	14	5
100129128	46	26	8	6
100129135	0	0	0	0
100129138	0	0	0	0
100129144	0	0	0	0
100129148	1	1	0	1
100129195	192	191	213	334
100129196	49	39	46	66
100129201	2	0	0	0
100129203	0	4	1	0
100129204	21	32	58	68
100129215	10	23	4	6
100129216	2	0	14	0
100129223	0	0	0	0
100129233	0	0	0	0
100129239	0	0	0	0
100129250	33	16	17	28
100129268	36	25	14	17
100129269	459	437	925	1148
100129271	0	0	0	0
100129307	0	0	0	0
100129316	18	37	4	9
100129345	0	0	0	0
100129354	1	8	0	3
100129387	1179	1478	1879	1692
100129396	13	34	16	27
100129405	80	107	195	237
100129407	0	0	0	0
100129409	0	0	0	0
100129413	0	0	0	0
100129424	11	5	5	4
100129427	0	0	0	0
100129434	0	0	0	0
100129461	0	0	0	0
100129463	0	0	0	0
100129478	7	2	4	2
100129482	499	625	459	534
100129484	75	74	36	28
100129492	0	1	0	3
100129503	37	44	21	31
100129515	0	0	0	0
100129518	13	25	17	25
100129534	37	25	58	50
100129543	0	0	0	0
100129550	56	78	131	149
100129583	4	7	2	0
100129596	3	2	2	9
100129597	10	9	0	2
100129617	39	44	31	38
100129620	0	0	0	0
100129626	0	0	0	0
100129633	3	1	0	0
100129637	380	356	224	300
100129654	0	0	0	0
100129697	12	16	1	16
100129699	0	0	0	0
100129702	0	0	0	0
100129703	0	0	0	0
100129716	92	92	108	141
100129722	2	0	2	2
100129726	32	47	65	86
100129744	0	0	0	0
100129781	0	2	0	2
100129786	298	454	239	367
100129792	2	0	0	0
100129794	0	0	0	0
100129827	2	0	2	0
100129831	446	336	191	329
100129842	0	0	0	0
100129845	7	7	2	2
100129858	35	22	6	32
100129860	0	0	0	0
100129885	4	8	8	7
100129890	427	364	284	453
100129898	0	0	0	0
100129917	469	461	897	1189
100129924	15	12	17	17
100129931	0	4	2	1
100129935	0	0	0	0
100129940	624	715	1284	1521
100129961	108	89	104	134
100129973	8	7	2	2
100129979	0	2	0	0
100129999	21	42	19	25
10013	3178	2486	1192	1582
100130000	0	2	11	7
100130009	33	70	22	56
100130015	10	19	15	14
100130017	0	0	0	0
100130027	364	267	141	272
100130071	0	0	0	0
100130083	4	0	0	0
100130093	11	11	31	22
100130097	23	26	1	5
100130100	0	0	0	2
100130111	0	0	0	0
100130148	1	6	0	0
100130155	0	0	0	0
100130156	25	21	41	36
100130157	16	26	25	38
100130169	0	0	0	0
100130172	3	2	0	0
100130219	31	36	38	45
100130231	0	0	0	0
100130232	15	7	0	5
100130238	24	55	145	167
100130249	2	4	2	3
100130255	0	0	0	0
100130264	2	3	1	2
100130274	0	6	4	2
100130275	0	0	0	0
100130285	6	3	5	2
100130298	19	11	2	4
100130301	4	0	0	0
100130302	0	0	0	2
100130311	36	29	50	41
100130331	0	0	0	2
100130342	0	0	0	0
100130345	0	0	0	0
100130348	7	8	7	4
100130357	118	131	191	228
100130361	0	0	0	0
100130370	0	0	0	3
100130386	19	18	53	32
100130401	2	0	4	6
100130417	26	18	8	17
100130418	244	247	180	279
100130428	57	46	52	79
100130449	3	9	8	20
100130452	0	0	2	0
100130458	0	0	0	0
100130466	0	0	0	0
100130476	1088	1831	1158	1070
100130480	0	0	0	0
100130502	0	0	0	0
100130503	0	0	0	0
100130507	0	0	0	0
100130519	2	8	4	0
100130522	30	34	75	91
100130539	0	0	0	0
100130547	27	23	19	24
100130548	0	0	4	2
100130557	87	102	155	199
100130579	0	0	0	2
100130581	90	53	35	36
100130589	0	0	0	0
100130613	0	0	0	3
100130673	0	0	0	0
100130691	181	183	118	148
100130698	0	0	0	1
100130700	0	0	0	0
100130701	0	0	0	0
100130717	1	4	0	0
100130733	13	21	39	59
100130736	0	0	0	0
100130742	24	27	44	64
100130771	19	4	1	9
100130776	0	0	3	2
100130800	0	0	0	0
100130815	0	0	0	0
100130825	0	0	0	0
100130827	16	6	8	8
100130830	0	0	0	0
100130849	0	0	0	0
100130855	49	54	56	95
100130856	207	144	131	227
100130876	132	87	94	143
100130880	0	0	0	4
100130887	75	32	56	58
100130889	0	0	0	0
100130894	196	230	198	300
100130921	0	0	0	0
100130932	192	137	149	238
100130933	6	4	0	16
100130935	0	0	0	0
100130938	0	0	0	0
100130950	0	0	0	0
100130954	0	0	0	0
100130958	22	39	40	40
100130967	4	4	0	4
100130987	51	20	16	27
100130988	0	0	0	0
100130998	4	8	8	2
100131035	0	0	0	0
100131060	28	19	17	20
100131067	73	66	65	146
100131089	189	155	206	197
100131091	320	376	202	258
100131094	58	77	121	125
100131107	0	0	0	0
100131117	0	0	0	0
100131131	0	13	2	2
100131132	0	1	0	0
100131137	0	0	0	0
100131138	0	0	0	0
100131174	17	16	57	70
100131176	0	0	0	0
100131187	2	0	0	0
100131193	40	24	25	19
100131205	172	229	181	270
100131208	0	0	0	0
100131211	645	645	384	426
100131213	101	61	65	98
100131244	9	22	13	5
100131257	0	0	0	0
100131275	2	2	2	0
100131283	0	0	0	0
100131297	0	0	0	0
100131316	51	61	113	152
100131320	0	0	0	0
100131347	5	6	0	0
100131354	14	6	22	12
100131366	0	0	0	0
100131372	13	8	15	26
100131373	0	0	2	0
100131378	0	2	16	42
100131381	0	0	0	0
100131390	25	34	28	93
100131395	12	16	11	10
100131434	90	144	161	214
100131439	1	0	1	6
100131450	2	0	0	0
100131454	12	18	19	8
100131479	0	0	0	0
100131496	24	56	82	83
100131510	5	12	1	0
100131519	0	0	0	0
100131530	0	0	0	0
100131539	8	5	0	0
100131541	15	43	6	40
100131551	0	1	0	0
100131561	13	53	17	35
100131564	429	634	926	1061
100131580	2	0	0	0
100131607	71	66	74	129
100131608	0	0	0	0
100131635	5	34	15	20
100131679	6	1	2	4
100131691	208	139	306	301
100131726	0	0	0	0
100131733	0	5	0	0
100131738	193	171	138	178
100131744	0	1	2	8
100131754	454	332	471	448
100131755	0	0	2	0
100131774	0	0	0	0
100131801	2002	1882	1445	2596
100131814	8	14	9	15
100131816	0	0	0	0
100131818	0	1	0	1
100131823	0	0	0	0
100131825	0	0	0	0
100131826	12	6	14	13
100131827	0	0	0	0
100131871	0	0	0	0
100131884	2	7	5	6
100131897	16	66	52	57
100131902	0	0	0	0
100131910	0	0	0	0
100131980	0	0	0	0
100131997	6	9	20	10
100131998	202	206	262	269
100132024	0	0	0	0
100132050	1	0	0	0
100132055	61	113	86	44
100132057	0	0	3	0
100132062	61	87	81	108
100132074	78	49	12	17
100132077	33	8	24	34
100132101	9	15	39	72
100132103	0	0	0	0
100132111	3	3	0	4
100132116	0	0	0	0
100132124	0	0	0	0
100132143	0	0	0	0
100132163	15	59	15	19
100132169	5	17	2	0
100132174	0	0	0	0
100132183	45	25	38	36
100132202	0	0	0	0
100132215	12	4	2	5
100132217	0	0	0	0
100132229	0	0	0	0
100132234	0	0	0	0
100132247	1779	1933	1012	1482
100132249	17	25	27	28
100132257	0	0	0	0
100132272	39	23	22	34
100132273	27	19	14	32
100132285	0	0	0	0
100132287	37	53	37	120
100132288	77	84	173	214
100132292	0	2	5	0
100132304	0	0	0	0
100132314	0	0	0	1
100132330	0	0	0	0
100132336	0	0	0	0
100132339	2	0	2	0
100132341	0	0	0	0
100132346	1	0	0	0
100132352	131	146	231	199
100132354	34	31	49	98
100132356	63	54	95	76
100132386	0	0	0	0
100132396	0	0	0	0
100132399	0	0	0	0
100132403	8	5	13	20
100132406	1217	2042	2673	2377
100132417	27	13	15	18
100132426	0	0	0	0
100132439	0	1	0	0
100132460	23	28	47	48
100132463	0	0	2	0
100132464	0	0	0	0
100132472	0	0	0	0
100132476	0	0	0	0
100132481	0	0	0	0
100132501	0	0	0	0
100132506	0	0	0	0
100132526	0	0	0	0
100132529	0	0	0	0
100132565	0	0	0	0
100132581	2	0	1	0
100132596	0	0	0	0
100132618	134	132	216	240
100132625	50	38	62	94
100132653	0	0	0	0
100132705	0	0	0	0
100132707	66	76	90	107
100132708	0	0	0	0
100132713	3	0	2	5
100132724	14	22	32	28
100132726	37	88	48	61
100132733	7	8	9	19
100132738	0	2	4	2
100132741	0	0	0	0
100132774	33	36	43	44
100132781	5	12	14	8
100132813	0	0	0	0
100132815	15	25	27	25
100132831	0	0	5	3
100132832	24	18	29	32
100132858	295	448	242	240
100132859	2	4	0	1
100132891	35	52	1873	2193
100132900	0	0	0	0
100132909	187	236	520	726
100132911	65	56	28	30
100132913	21	30	5	16
100132916	0	0	0	0
100132923	0	0	0	2
100132929	0	0	0	0
100132932	0	0	0	0
100132939	0	0	0	0
100132941	0	0	0	0
100132948	4	1	2	3
100132963	0	0	0	1
100132967	0	0	0	1
100132979	1	0	0	0
100132987	146	109	60	90
100132994	0	0	0	0
100132999	101	61	169	221
100133023	0	0	0	0
100133034	0	0	1	0
100133036	0	0	0	0
100133039	144	193	439	327
100133046	0	0	0	0
100133047	0	0	0	0
100133050	1	2	0	0
100133053	0	0	0	0
100133077	0	0	0	0
100133091	1298	1154	2173	2926
100133093	0	0	0	0
100133106	0	1	2	0
100133121	0	3	2	9
100133124	0	0	0	0
100133144	1	4	3	3
100133161	160	153	142	215
100133171	0	0	0	0
100133172	0	0	0	0
100133190	0	0	0	0
100133204	2	2	2	0
100133207	0	0	0	0
100133214	0	0	0	0
100133220	5	10	4	5
100133224	0	0	0	1
100133234	0	0	0	0
100133251	0	0	0	0
100133280	0	0	0	0
100133299	4	13	14	4
100133301	0	0	0	0
100133308	0	0	4	2
100133311	27	19	13	13
100133315	36	36	16	21
100133331	419	519	539	598
100133445	140	159	152	199
100133461	0	0	0	0
100133545	2	4	8	8
100133612	15	14	16	20
100133669	9	4	0	1
100133746	0	2	12	1
100133941	4	2	0	6
100133957	47	33	73	58
100133985	21	17	13	23
100133991	78	51	19	56
100134229	111	78	679	899
100134259	12	15	8	6
100134317	4	0	0	0
100134361	12	2	2	4
100134368	46	34	25	52
100134391	0	0	0	2
100134713	48	38	47	97
100134868	25	27	16	33
100134869	4	6	3	6
100134934	573	453	668	896
100134938	7	6	2	8
100137047	0	0	0	0
100137049	0	0	0	0
10014	6501	4751	2177	3357
100141515	2	8	4	5
100144596	0	0	0	0
100144597	0	0	0	0
100144602	0	0	0	0
100144603	31	34	12	18
100144604	0	0	0	0
100144748	26	26	56	36
100147744	9	4	17	12
100147773	20	12	22	10
10015	16710	13763	17659	20669
100151643	0	0	0	0
100151683	0	4	0	1
100151684	2	7	0	0
100158262	1	12	6	9
10016	4311	3043	2228	3037
100169750	0	0	0	0
100169751	0	0	0	0
100169752	0	0	0	0
100169753	0	0	0	0
100169754	0	0	0	0
100169755	0	0	0	0
100169756	0	0	0	0
100169757	0	0	0	0
100169758	0	0	0	0
100169759	0	0	0	0
100169760	0	0	2	0
100169761	0	0	0	0
100169762	0	0	0	0
100169763	0	0	0	0
100169764	0	0	0	0
100169765	0	0	0	0
100169766	0	0	0	0
100169767	0	0	0	0
100169768	0	0	0	0
100169851	0	0	0	0
100169890	0	0	0	0
100169951	0	0	0	0
100169952	0	0	0	0
100169953	0	0	0	0
100169954	0	0	0	0
100169955	0	0	0	0
100169956	0	0	0	0
100169957	0	0	0	0
100169958	0	0	0	0
100169959	0	0	0	0
10017	12	24	6	7
100170216	0	0	0	0
100170217	0	0	0	0
100170218	0	0	0	0
100170219	0	0	0	0
100170220	0	0	0	0
100170221	0	0	0	0
100170222	0	0	0	0
100170223	0	0	0	0
100170224	0	0	0	0
100170225	0	0	0	0
100170226	0	0	0	0
100170227	0	0	0	0
100170228	0	0	0	0
100170229	52	34	88	75
100170765	5	3	2	1
100170841	4129	2368	700	1080
100170939	66	73	58	56
10018	2999	2460	968	1051
100187716	0	0	0	0
100188847	0	0	0	0
100188893	4895	3699	3133	4551
100188917	0	2	0	0
100188947	0	0	0	0
100188949	342	239	77	87
100188953	0	0	2	0
100188954	0	0	0	0
100189589	0	0	0	3
10019	23567	19182	13977	17234
100190938	0	3	3	0
100190939	759	790	1468	1990
100190940	0	0	0	0
100190949	0	0	0	0
100190986	37	77	40	42
100191040	0	0	1	0
100191063	0	0	0	0
100192204	0	0	0	0
100192378	0	0	0	0
100192379	0	0	0	0
100192386	18	18	50	76
100192420	0	0	0	0
100192426	0	0	0	0
1002	4	11	0	2
10020	1085	907	459	670
10021	0	0	2	2
100216001	0	0	4	0
100216479	0	0	0	0
100216545	638	758	547	747
10022	0	0	0	0
10023	424	291	254	368
100233156	0	0	0	0
100233209	290	216	520	774
10024	3020	2343	342	705
100240726	2	0	0	0
100240734	0	2	0	0
100240735	0	3	0	0
10025	2365	1700	731	1050
10026	1881	1282	615	976
100268168	11	22	36	35
100270710	0	0	0	0
100270746	0	0	0	0
100270804	19	34	32	44
100271702	6	2	5	4
100271715	4	0	0	2
100271722	0	1	0	4
100271831	0	3	4	4
100271832	0	0	0	0
100271835	0	0	1	1
100271836	491	661	543	464
100271840	0	0	0	0
100271846	0	0	0	0
100271849	5	8	1	6
100271874	0	0	0	0
100271927	383	203	312	312
100272146	99	143	191	220
100272147	317	217	167	229
100272148	0	0	0	0
100272216	18	13	12	1
100272217	105	97	266	326
100272228	117	234	343	417
100286793	17	13	39	59
100286844	4	0	4	3
100286906	9	6	4	0
100286914	2	2	0	0
100286925	59	60	41	55
100286932	0	6	2	2
100286938	0	0	0	0
100286939	58	29	63	75
100286948	0	0	0	0
100286979	99	88	204	98
100286988	936	871	1178	1299
100287010	0	0	0	0
100287015	153	77	109	127
100287029	0	0	0	1
100287036	500	440	1255	1768
100287042	17	17	15	56
100287045	0	0	0	0
100287049	0	0	0	0
100287063	321	291	247	262
100287066	0	0	0	0
100287082	0	0	0	0
100287110	0	0	0	0
100287114	0	0	0	0
100287119	0	0	0	0
100287144	0	0	0	0
100287146	0	0	0	0
100287153	5	1	11	13
100287160	0	0	0	0
100287163	0	0	0	0
100287164	1	3	4	2
100287166	0	0	0	0
100287171	1065	908	880	1449
100287175	4	16	4	1
100287177	283	217	142	236
100287178	0	0	0	0
100287188	0	0	0	0
100287205	0	0	0	0
100287216	412	391	556	569
100287223	0	0	0	0
100287226	0	0	0	0
100287227	63	44	61	76
100287238	0	0	0	0
100287241	2	2	0	0
100287250	0	0	0	0
100287275	0	0	0	0
100287284	0	0	2	4
100287290	5	2	5	1
100287294	0	0	0	0
100287301	2	3	4	6
100287313	47	41	16	27
100287314	0	0	0	0
100287326	0	0	0	0
100287327	0	0	0	0
100287333	0	0	0	2
100287362	0	0	0	0
100287364	0	0	0	0
100287366	0	0	0	0
100287367	0	0	0	0
100287368	0	0	0	0
100287375	952	902	2051	2942
100287382	0	0	3	0
100287387	0	0	2	0
100287399	0	0	0	0
100287400	7	4	0	6
100287404	0	0	0	0
100287410	0	0	0	0
100287415	3	0	0	0
100287421	17	19	12	24
100287428	2	6	0	0
100287429	0	0	0	0
100287437	9	2	0	0
100287441	0	0	0	0
100287457	0	0	0	0
100287466	0	0	0	0
100287477	0	4	8	8
100287478	0	0	0	0
100287493	0	0	0	0
100287497	24	37	149	119
100287500	0	2	0	0
100287506	2	4	18	20
100287509	0	0	0	0
100287513	0	0	0	0
100287515	0	0	0	0
100287526	0	0	1	0
100287534	0	0	0	0
100287541	0	2	1	0
100287547	0	0	0	0
100287558	512	402	316	504
100287559	106	100	143	103
100287562	0	0	0	0
100287569	18	30	12	14
100287576	1	0	0	0
100287580	212	539	127	823
100287592	0	0	0	0
100287593	4	11	7	6
100287598	2	10	2	0
100287612	0	0	0	0
100287616	0	0	0	0
100287619	0	0	0	0
100287623	0	0	0	0
100287628	113	102	86	114
100287633	0	0	0	0
100287651	0	0	0	0
100287654	0	5	2	12
100287664	0	0	0	0
100287665	0	0	0	0
100287704	0	0	0	0
100287705	0	0	0	0
100287712	0	0	0	0
100287718	5	7	11	15
100287722	18	12	40	78
100287723	0	2	0	2
100287728	0	0	2	0
100287758	0	0	0	0
100287759	317	311	172	187
100287765	57	66	74	75
100287789	478	398	305	296
100287792	0	0	0	0
100287798	0	0	0	0
100287803	7425	5054	7515	11782
100287814	0	0	0	4
100287819	0	0	0	0
100287825	0	1	1	9
100287826	0	0	0	0
100287834	0	0	0	0
100287837	10	4	9	0
100287841	0	0	0	0
100287846	0	0	0	0
100287852	1	2	1	2
100287859	0	0	0	0
100287879	0	0	0	0
100287891	0	0	0	0
100287896	28	38	37	51
100287898	4	2	5	2
100287902	3	12	3	16
100287927	0	0	0	0
100287932	1312	936	797	1179
100287934	34	46	47	79
100287944	0	0	0	1
100287967	45	37	72	66
100287969	0	0	0	0
100287981	54	31	47	129
100288018	0	0	0	0
100288037	2	1	0	1
100288039	0	0	2	1
100288069	168	252	236	222
100288072	3	0	0	2
100288077	413	310	2144	2759
100288079	4	5	13	28
100288092	35	21	30	47
100288102	43	63	46	57
100288119	0	0	0	0
100288122	0	0	1	0
100288123	41	65	71	128
100288130	0	0	0	0
100288142	718	732	1696	1715
100288144	0	0	0	0
100288152	2926	3113	1650	2524
100288160	0	0	0	0
100288162	132	80	24	25
100288181	89	95	25	20
100288198	0	0	0	0
100288207	0	0	0	0
100288208	0	0	0	0
100288254	0	2	1	0
100288255	0	0	0	0
100288271	0	0	0	0
100288273	0	0	0	0
100288287	0	0	0	0
100288301	1	1	1	1
100288310	0	0	0	0
100288312	0	0	0	0
100288323	0	0	0	0
100288332	167	137	33	68
100288336	0	0	0	0
100288346	0	2	0	2
100288366	0	0	0	0
100288367	2	0	0	0
100288368	1	4	0	1
100288380	27	15	24	11
100288413	0	0	4	2
100288415	0	0	0	0
100288428	0	0	2	0
100288432	1497	1271	935	1197
100288449	0	0	0	0
100288450	0	0	0	0
100288465	0	0	0	0
100288470	0	0	0	0
100288485	0	0	0	0
100288486	0	0	2	0
100288500	0	0	0	0
100288520	0	0	0	0
100288527	0	0	0	0
100288549	3	4	5	3
100288553	8	0	5	3
100288560	4	4	11	7
100288562	0	0	0	0
100288568	0	0	0	0
100288570	0	4	57	64
100288594	11	9	5	1
100288601	0	0	0	0
100288619	0	2	0	0
100288637	436	570	122	194
100288641	0	0	6	4
100288646	0	0	4	0
100288676	0	0	0	0
100288692	0	1	0	1
100288695	44	48	137	148
100288711	0	0	0	0
100288728	6	0	1	2
100288730	289	359	369	527
100288748	0	0	0	0
100288764	2	28	21	11
100288778	967	894	1019	1519
100288781	1	0	0	0
100288797	0	0	0	2
100288798	4	3	8	11
100288801	0	0	0	0
100288802	5	12	48	61
100288805	0	0	0	0
100288807	4	5	6	8
100288814	3	2	0	2
100288822	1	1	4	1
100288842	19	33	23	19
100288866	0	0	0	0
100288902	0	0	0	0
100288911	0	0	0	0
100288960	0	2	0	0
100288963	1	0	2	0
100288966	0	0	0	0
100288974	0	0	0	0
100288997	31	32	31	51
100289006	0	0	0	0
100289017	0	0	0	2
100289019	165	162	73	88
100289026	0	0	0	0
100289065	0	0	0	0
100289079	0	0	0	0
100289085	0	0	0	0
100289087	0	0	0	0
100289090	0	2	0	0
100289092	50	28	13	21
100289096	0	0	0	0
100289097	0	0	0	0
100289098	64	42	29	35
100289104	12	3	1	2
100289105	83	103	107	129
100289124	0	2	0	0
100289130	0	0	0	0
100289134	0	0	0	0
100289137	0	0	0	0
100289143	4	1	6	2
