#KEY	SRR10084977_2	SRR10084978_2	SRR10084979_2	SRR10084980_2	SRR10084981_2	SRR10084982_2	SRR10084983_2	SRR10084984_2	SRR10084985_2	SRR10084986_2	SRR10084987_2	SRR10084988_2	SRR10084989_2	SRR10084990_2	SRR10084991_2	SRR10084992_2	SRR10084993_2	SRR10084994_2
1	1101	1128	623	824	1635	856	1618	1097	954	914	1106	975	812	198	1033	910	1377	836
10	8	45	0	0	52	0	0	67	6	0	24	0	0	22	0	8	41	2
100	321	289	661	296	370	711	513	485	696	298	250	538	365	233	547	453	333	303
1000	35177	19359	25615	38791	18148	22307	45772	23458	25419	31256	15997	33336	34953	40821	32980	37267	25734	20584
10000	26	20	58	50	21	31	60	32	36	31	18	132	27	47	73	46	35	86
100008587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100008588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100008589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009613	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1
100009676	258	156	183	206	222	168	261	248	187	175	124	224	293	225	220	305	253	197
10001	1026	918	1862	1056	1242	1854	1224	1377	1456	697	983	1728	1057	887	1705	1175	1254	1297
10002	22	35	12	6	13	36	22	44	16	14	42	11	26	3	29	38	25	23
10003	192	171	657	217	241	849	235	418	719	102	275	474	549	249	704	803	346	286
100033411	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100033413	10	5	4	11	2	5	10	7	24	16	4	7	14	0	5	10	2	9
100033414	6	4	12	12	2	4	10	5	10	4	7	3	7	0	19	7	2	7
100033415	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
100033416	156	44	130	173	49	114	188	64	186	170	53	177	126	51	143	122	64	99
100033417	3	0	3	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1
100033418	5	4	1	13	0	4	2	1	6	3	0	2	10	3	7	0	2	9
100033419	0	2	1	7	0	0	3	1	0	0	0	3	1	0	1	4	2	8
100033420	3	0	0	7	0	2	3	0	3	3	1	0	0	0	0	0	2	4
100033421	4	2	3	1	0	1	7	0	12	5	3	7	1	0	1	1	2	4
100033422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033424	2	0	0	1	1	2	0	0	1	0	0	0	0	3	0	2	0	1
100033425	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0
100033426	3	3	3	5	2	2	0	0	0	2	10	0	3	17	5	0	1	0
100033427	1	0	0	0	2	0	2	0	1	0	0	2	0	0	2	0	0	1
100033428	0	0	0	0	2	0	2	0	0	0	1	0	2	0	0	1	0	2
100033429	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0
100033430	0	2	0	0	1	0	6	0	6	0	0	2	0	0	0	0	0	0
100033431	24	1	9	17	6	7	11	10	11	17	10	16	11	11	6	40	3	4
100033432	41	17	27	73	31	46	48	32	52	62	49	60	64	65	41	53	39	41
100033433	14	3	17	17	7	13	13	7	17	10	4	22	10	7	29	9	2	4
100033434	1	1	6	0	0	1	1	0	0	0	0	3	8	0	3	2	2	4
100033435	6	8	7	7	3	2	9	5	3	7	4	0	0	1	7	14	10	2
100033436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
100033437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033438	1	0	0	3	5	0	6	2	5	3	0	2	0	0	0	0	0	0
100033439	4	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0
100033440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033441	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033445	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
100033450	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	2
100033451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033456	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100033458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033460	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	3	0	0
100033603	0	0	2	0	0	3	0	0	0	0	0	2	4	0	4	0	0	0
100033799	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
100033800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
100033803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033810	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
100033811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033814	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033815	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
100033816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100033820	3	2	0	1	2	0	1	0	0	0	0	3	0	36	2	7	10	0
100033821	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
100033822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100034743	13	6	7	2	17	8	2	34	11	15	6	3	2	22	12	7	13	8
100036563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100036564	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
100036565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100036566	0	0	0	0	0	0	0	7	0	0	0	1	0	0	4	0	1	1
100036567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100037417	0	0	1	6	4	0	0	0	0	1	0	4	0	0	1	0	2	0
100038246	0	3	0	7	0	1	2	1	0	0	0	2	0	0	0	3	11	2
10004	15	35	99	6	10	48	14	13	67	10	8	25	91	45	34	133	15	12
100048912	6	39	12	10	15	11	11	22	17	14	28	2	27	15	5	12	19	1
100049076	3	23	20	15	37	55	5	13	17	20	44	34	15	19	44	40	44	30
100049587	0	0	0	0	0	74	0	0	404	0	0	4	0	0	0	0	0	2
100049613	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	1	0
100049614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100049716	252	146	85	300	174	181	446	324	260	405	155	200	312	106	67	291	192	84
10005	1308	761	860	1066	999	906	1777	1022	1186	1109	780	1189	1004	629	1195	1021	853	954
10006	2358	2025	2322	2808	2544	2251	2982	2558	2590	1938	1904	2610	2695	2427	2586	2923	2428	2354
10007	1753	3370	3966	2060	3903	3153	2644	5739	3007	1461	4003	3000	3474	3952	4067	3852	4817	1923
100073347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10008	31	363	39	37	655	88	157	269	395	59	183	22	174	536	10	232	366	3
10009	643	816	3237	1078	1002	2360	875	878	1487	687	640	3052	1277	1819	3389	1421	1060	2231
100093630	1076	1351	1366	1148	2316	1925	1537	2369	1740	810	1664	1192	1529	546	1671	1003	1976	1304
100093631	1240	612	1510	1281	821	1174	1320	879	986	977	779	1611	1334	1173	1394	1719	922	1823
100093698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1001	1857	7916	825	2486	9209	3217	2086	15257	5145	1131	10796	1980	9364	12016	1465	7813	12505	778
10010	1009	891	1188	1416	1083	1022	1483	1218	1387	962	941	1193	1469	1355	1260	1589	1228	908
100101115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100101116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100101117	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
100101118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100101120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100101121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100101148	30	40	37	9	24	36	6	21	10	12	5	16	14	13	37	18	27	34
100101266	25	22	9	31	17	26	18	4	8	6	9	9	29	37	34	31	18	4
100101267	4122	3544	7603	4524	4404	7750	5564	4604	4644	3629	2853	7376	4367	4653	7060	5420	4281	5616
100101440	19	2	12	8	8	10	11	9	11	9	8	6	0	3	20	0	7	9
100101467	791	522	790	694	597	783	905	911	1050	690	706	1129	818	812	963	978	801	747
100101478	25	16	40	23	16	42	10	36	22	9	12	50	13	2	42	9	16	26
100101490	116	112	269	136	143	279	137	127	221	118	150	251	185	203	207	133	121	149
100101938	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
10011	1959	1658	1941	2422	1919	1850	2550	2188	2047	1486	1649	1944	1835	1002	2178	2313	2120	1823
100113378	0	0	0	0	0	1	0	3	0	0	0	0	1	0	2	0	0	0
100113379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100113380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100113381	9	10	5	10	8	13	0	2	8	3	3	3	2	0	3	3	3	8
100113382	0	0	0	1	0	1	0	0	8	0	0	0	0	0	0	0	0	0
100113384	5	4	0	2	3	3	3	0	6	4	2	0	1	0	1	0	12	0
100113386	401	102	100	285	89	163	49	9	39	51	3	57	175	257	176	201	81	88
100113389	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
100113391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100113392	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100113393	0	3	0	0	3	0	3	5	0	2	0	1	1	16	0	5	11	1
100113402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100113403	0	2	8	0	0	1	0	0	1	4	4	14	0	0	6	0	0	3
100113404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100113407	551	432	1810	763	442	1493	806	849	770	628	689	2785	819	832	1926	1085	555	1954
100124412	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
100124516	14	6	11	8	0	9	9	13	9	2	16	13	6	10	12	9	7	2
100124533	3	3	1	6	2	5	0	0	0	2	0	0	7	0	0	6	0	0
100124534	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
100124535	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
100124536	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0
100124537	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
100124538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100124539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100124540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100124541	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
100124700	0	4	18	0	0	17	0	0	0	0	0	2	0	2	17	0	0	8
100125288	166	130	164	125	54	176	29	81	162	44	92	104	95	50	121	55	131	197
100125556	42	49	77	76	67	51	69	49	25	32	29	39	67	59	59	105	62	54
100126270	1	3	6	0	0	7	0	0	1	1	0	15	3	0	0	6	0	6
100126296	0	0	1	0	0	1	2	0	4	0	1	0	0	0	0	0	0	3
100126297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126302	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
100126308	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
100126309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126313	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
100126314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
100126315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126328	5	5	4	4	6	3	4	7	1	3	7	6	2	0	10	4	16	5
100126329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126332	4	0	4	2	1	2	3	0	0	1	0	0	0	10	7	1	1	6
100126333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
100126334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126336	16	0	0	6	0	1	1	2	5	7	0	5	3	0	2	1	0	3
100126337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126347	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	0	0
100126348	4	5	6	1	8	7	12	27	18	10	2	23	30	6	19	12	9	34
100126349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126350	5	0	1	0	0	0	2	4	2	0	0	0	0	6	4	0	1	2
100126351	1	0	1	0	3	0	1	0	0	1	0	0	1	0	0	0	0	0
100126352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126356	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126447	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0
100126476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126488	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0
100126510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126512	0	2	4	0	0	3	1	0	0	0	0	4	3	0	0	4	0	4
100126514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126517	1	0	2	1	0	3	6	0	2	9	4	6	0	0	6	2	1	4
100126520	0	3	0	0	0	4	0	0	0	0	2	9	2	0	0	4	0	0
100126533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126693	1	0	0	1	0	0	3	4	0	1	4	0	0	1	0	3	6	0
100126780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
100126781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126784	249	59	114	256	46	117	300	72	272	214	42	297	164	6	347	218	34	469
100126791	0	3	0	0	0	0	0	0	0	0	0	7	9	16	0	4	2	0
100126793	8	20	18	33	30	47	11	37	41	7	10	37	9	129	45	29	20	31
100126798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100127206	0	0	9	0	0	4	0	2	0	0	4	52	0	4	0	0	3	17
100127888	0	10	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0
100127889	5	11	30	2	7	44	0	6	19	8	5	23	5	5	26	33	5	16
100127967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100127983	230	101	132	308	72	196	327	158	336	232	152	263	194	150	143	257	89	136
100128006	38	6	1	12	0	7	1	2	32	0	17	21	9	0	11	11	8	11
100128023	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
100128025	17	12	18	10	7	12	15	7	13	12	6	17	19	3	17	7	27	7
100128054	110	216	3	205	147	3	163	700	18	59	598	13	245	200	18	285	258	16
100128055	5	5	11	2	7	27	2	14	7	7	0	32	4	2	4	5	3	8
100128071	220	180	354	201	274	279	255	314	251	118	192	309	134	88	312	148	270	252
100128076	4	20	15	14	12	21	3	10	18	0	0	18	22	0	6	6	13	1
100128081	0	0	6	3	2	0	14	0	0	2	0	6	2	10	0	1	2	12
100128098	0	0	10	0	3	0	0	6	6	0	0	0	2	0	0	0	0	0
100128108	41	13	48	28	43	55	58	79	79	41	33	88	54	74	57	57	57	39
100128124	0	0	11	0	0	2	0	2	9	3	0	6	0	1	2	0	0	4
100128126	8	12	11	4	8	3	10	4	6	9	0	8	0	10	11	11	3	3
100128127	0	0	24	0	0	10	0	0	0	0	0	27	0	0	21	0	0	24
100128139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
100128164	18	16	18	23	5	11	14	23	9	6	5	20	3	18	22	9	21	26
100128176	0	0	0	0	1	0	0	0	2	2	0	0	8	0	2	2	0	0
100128191	104	150	352	75	241	407	141	132	231	126	236	226	212	120	315	155	230	210
100128233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
100128239	24	31	43	29	30	41	14	25	21	33	11	94	22	101	80	38	24	51
100128252	60	74	1049	83	101	629	141	180	864	135	126	1417	93	69	1211	91	89	1116
100128264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128285	14	21	48	8	22	69	22	30	19	10	15	58	59	9	32	6	35	60
100128288	344	74	168	440	50	125	331	86	260	273	112	239	253	196	191	275	112	159
100128292	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
100128317	4	9	4	0	4	12	2	31	0	0	12	0	0	0	0	14	8	4
100128327	0	0	8	4	0	4	0	0	5	0	0	0	0	0	5	0	2	2
100128338	0	2	0	0	3	9	5	2	2	1	1	1	2	1	3	0	9	0
100128361	75	125	331	118	99	287	19	137	77	24	64	127	70	196	269	117	125	157
100128378	0	0	1	0	4	22	0	0	1	0	0	0	0	0	2	1	9	0
100128385	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
100128398	165	69	205	139	67	97	128	82	77	127	32	253	143	46	132	85	78	203
100128420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128494	43	49	31	45	46	13	11	63	12	5	71	14	78	110	35	89	65	23
100128496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
100128505	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
100128511	6	35	30	5	45	44	9	33	8	6	29	38	9	2	107	28	22	30
100128531	25	6	66	14	13	38	18	3	44	9	1	8	15	31	76	24	7	60
100128553	0	5	10	15	6	7	0	4	2	0	6	1	10	4	0	18	2	0
100128554	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
100128560	0	15	3	0	8	1	0	32	12	0	6	0	18	51	0	10	33	0
100128568	5	7	15	8	10	22	13	5	16	6	0	6	10	9	16	29	20	13
100128569	456	325	541	417	403	559	438	367	407	238	155	345	383	590	480	464	313	474
100128573	5	9	6	0	2	2	2	12	4	0	1	3	0	23	2	2	8	6
100128590	7	3	15	4	4	9	8	0	18	4	0	39	8	7	15	23	11	13
100128593	0	0	2	0	0	1	2	0	3	0	0	1	1	0	0	1	3	5
100128627	3	3	1	5	0	4	1	2	1	1	0	1	8	7	0	3	1	1
100128640	74	82	101	83	154	158	117	136	73	100	123	127	152	167	95	172	180	76
100128653	202	74	70	169	20	74	186	84	106	110	69	113	140	185	65	194	99	39
100128675	0	1	0	0	1	2	3	0	1	0	0	5	0	3	0	0	8	0
100128682	18	1	2	15	0	0	26	8	10	5	0	13	0	0	2	2	4	2
100128714	22	2	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0
100128731	5327	4208	3082	4853	5835	3436	7879	6176	7389	4184	5640	4355	2756	1048	4672	3393	5266	3015
100128750	42	17	19	26	35	16	38	53	34	14	31	14	21	29	5	34	17	5
100128770	4	12	0	3	11	7	1	8	2	0	6	2	0	0	8	1	4	6
100128782	294	316	748	428	467	769	465	503	649	426	391	934	526	687	824	459	356	666
100128787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128788	10	8	24	19	14	38	9	6	6	4	4	6	11	15	17	17	13	6
100128811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128822	1339	620	909	881	650	854	2050	966	566	1592	701	1060	658	247	1188	661	663	938
100128881	198	232	571	239	322	402	88	211	149	45	188	122	267	336	327	252	328	135
100128885	0	6	44	2	3	0	5	1	8	7	7	43	6	20	20	13	12	0
100128890	135	36	122	105	69	166	76	56	73	95	17	97	120	95	234	168	43	51
100128893	1304	500	57	1046	542	257	2579	712	850	1660	576	365	703	152	107	724	579	37
100128905	0	12	6	11	10	8	0	9	32	0	4	0	6	8	4	20	26	0
100128927	1845	833	1407	1398	1044	994	1578	760	1418	1133	603	1229	1031	702	1916	1095	846	1450
100128946	0	0	12	0	0	20	0	0	0	0	0	5	0	4	30	0	2	41
100128977	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128993	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
100128998	12	6	11	4	0	1	4	0	3	4	0	2	2	0	8	1	4	3
100129027	0	6	24	4	4	13	0	4	0	1	2	18	0	0	16	0	1	13
100129034	3511	6621	3919	4428	7942	3435	3802	8077	4673	2080	5143	4570	7135	13324	6459	9311	8851	4383
100129046	13	23	0	8	87	3	3	16	14	5	9	4	5	8	0	24	20	7
100129055	0	0	1	2	0	1	0	0	0	0	0	3	0	0	5	0	0	2
100129066	0	0	13	0	0	3	0	0	0	0	0	1	0	0	2	0	4	0
100129075	73	48	75	87	92	83	232	144	118	142	64	63	49	100	68	104	81	64
100129083	1	0	2	0	0	9	0	0	3	0	0	2	0	0	1	0	0	0
100129094	0	5	0	1	0	4	0	10	10	6	0	1	2	1	9	1	2	3
100129098	0	0	1	0	3	8	0	0	2	0	0	0	0	0	1	0	0	0
100129128	4	9	6	0	0	9	0	0	0	1	0	4	2	6	3	0	2	6
100129138	1	0	6	3	2	1	2	0	4	2	0	0	1	0	1	1	2	1
100129148	3	3	0	1	1	1	1	0	1	2	0	10	0	0	5	0	0	2
100129175	0	3	0	0	0	8	0	2	6	0	0	0	0	0	0	0	1	0
100129195	144	85	116	166	155	147	309	185	293	225	174	217	145	28	228	112	172	158
100129196	47	53	16	38	79	60	92	76	48	34	65	27	47	113	24	64	48	20
100129203	5	9	25	2	31	33	13	15	17	3	22	5	0	4	30	11	10	18
100129213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129215	45	52	248	21	35	242	30	58	58	10	19	85	68	84	153	61	52	147
100129216	3	6	6	3	4	5	6	1	5	15	3	6	3	12	10	4	7	1
100129223	20	3	135	5	0	57	12	0	1	13	0	317	0	0	39	0	3	171
100129239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129250	85	48	73	125	118	102	102	105	152	96	60	82	76	55	137	46	64	96
100129269	18	9	4	23	7	17	20	10	15	8	12	23	1	0	15	1	16	12
100129271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129278	1	0	0	0	0	0	0	8	7	0	0	14	0	0	0	0	0	0
100129307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129316	11	0	0	9	0	5	10	0	0	6	0	2	8	0	4	0	0	2
100129345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129354	10	3	13	8	11	3	6	2	2	0	2	2	5	0	14	6	0	1
100129361	3	4	23	4	2	3	13	7	12	5	0	3	2	1	8	5	3	5
100129385	0	0	0	4	0	0	0	1	0	0	7	1	6	0	0	2	0	0
